unifrac.S3.10.ribosomal_protein_S19_rpsS.unifrac	Richness R	Shannon H	Simpson λ	Simpson dominance 1/λ	Gini 1-λ	Pielou J	Hmax	Efficiency η	
SRR6266047_filtp_woHU_1	240	4.20269832255584	0.0888616395825073	11.2534497978907	0.911138360417493	0.766826346588276	5.48063892334199	0.766826346588271	
SRR6266108_filtp_woHU_1	319	4.45367782200848	0.070417503797113	14.2010146068398	0.929582496202887	0.77251174204046	5.76519110278484	0.772511742040459	
SRR6266133_filtp_woHU_1	537	5.87643673311152	0.00703729906841255	142.099971918001	0.992962700931587	0.934845452505766	6.28599809450886	0.934845452505766	
SRR6266134_filtp_woHU_1	485	5.57214668592821	0.00786271808999082	127.182481751825	0.992137281910009	0.901036954995355	6.18414889093748	0.901036954995357	
SRR6266221_filtp_woHU_1	331	4.83889541735418	0.0227228894412733	44.0084876786674	0.977277110558727	0.833987710055935	5.80211837537706	0.833987710055939	
SRR6266334_filtp_woHU_1	513	6.06937131834921	0.00308147036236778	324.520401757688	0.996918529637632	0.972612664718368	6.24027584517077	0.972612664718369	
SRR6266336_filtp_woHU_1	574	6.15927568281991	0.00298898261009914	334.562000000003	0.997011017389901	0.969563199513626	6.35262939631957	0.969563199513629	
SRR6266338_filtp_woHU_1	394	5.46260547459089	0.00784660286464822	127.443687064291	0.992153397135352	0.914036936166555	5.97635090929793	0.914036936166558	
SRR6266341_filtp_woHU_1	261	4.25430617306968	0.0602718990493431	16.5914798732544	0.939728100950657	0.764541391109138	5.56452040732269	0.764541391109139	
SRR6266357_filtp_woHU_1	383	5.11913143356212	0.0181518529539679	55.0907944514504	0.981848147046032	0.860642454671789	5.94803498918065	0.860642454671789	
SRR6266358_filtp_woHU_1	584	5.95578238595696	0.00554825095365634	180.236980690463	0.994451749046344	0.934988220697993	6.36990098282823	0.934988220697994	
SRR6429832_filtp_woHU_1	165	5.03829966580731	0.00748701847602949	133.564516129032	0.99251298152397	0.986751560814926	5.10594547390058	0.986751560814926	
SRR6429834_filtp_woHU_1	175	5.11614884800638	0.00655135550012334	152.640167364017	0.993448644499877	0.990582934866479	5.16478597392351	0.990582934866484	
